COMPONENT Arsenic (aerosol), day
STATION ELEFSINA
20120101 00:00,-9999,0
20120102 00:00,-9999,0
20120103 00:00,-9999,0
20120104 00:00,-9999,0
20120105 00:00,-9999,0
20120106 00:00,-9999,0
20120107 00:00,-9999,0
20120108 00:00,-9999,0
20120109 00:00,-9999,0
20120110 00:00,-9999,0
20120111 00:00,-9999,0
20120112 00:00,-9999,0
20120113 00:00,-9999,0
20120114 00:00,-9999,0
20120115 00:00,-9999,0
20120116 00:00,-9999,0
20120117 00:00,-9999,0
20120118 00:00,-9999,0
20120119 00:00,-9999,0
20120120 00:00,-9999,0
20120121 00:00,-9999,0
20120122 00:00,-9999,0
20120123 00:00,-9999,0
20120124 00:00,-9999,0
20120125 00:00,-9999,0
20120126 00:00,-9999,0
20120127 00:00,2.000,1
20120128 00:00,-9999,0
20120129 00:00,1.600,1
20120130 00:00,-9999,0
20120131 00:00,0.400,1
20120201 00:00,-9999,0
20120202 00:00,0.400,1
20120203 00:00,-9999,0
20120204 00:00,0.300,1
20120205 00:00,-9999,0
20120206 00:00,0.900,1
20120207 00:00,-9999,0
20120208 00:00,0.025,3
20120209 00:00,-9999,0
20120210 00:00,2.600,1
20120211 00:00,-9999,0
20120212 00:00,1.700,1
20120213 00:00,-9999,0
20120214 00:00,0.025,3
20120215 00:00,-9999,0
20120216 00:00,0.600,1
20120217 00:00,-9999,0
20120218 00:00,0.400,1
20120219 00:00,-9999,0
20120220 00:00,-9999,0
20120221 00:00,-9999,0
20120222 00:00,2.400,1
20120223 00:00,-9999,0
20120224 00:00,0.300,1
20120225 00:00,-9999,0
20120226 00:00,-9999,0
20120227 00:00,-9999,0
20120228 00:00,-9999,0
20120229 00:00,-9999,0
20120301 00:00,-9999,0
20120302 00:00,-9999,0
20120303 00:00,-9999,0
20120304 00:00,-9999,0
20120305 00:00,-9999,0
20120306 00:00,-9999,0
20120307 00:00,-9999,0
20120308 00:00,-9999,0
20120309 00:00,0.025,3
20120310 00:00,-9999,0
20120311 00:00,0.025,3
20120312 00:00,-9999,0
20120313 00:00,0.900,1
20120314 00:00,-9999,0
20120315 00:00,0.025,3
20120316 00:00,-9999,0
20120317 00:00,1.000,1
20120318 00:00,-9999,0
20120319 00:00,2.500,1
20120320 00:00,-9999,0
20120321 00:00,2.400,1
20120322 00:00,-9999,0
20120323 00:00,0.025,3
20120324 00:00,-9999,0
20120325 00:00,0.025,3
20120326 00:00,-9999,0
20120327 00:00,0.025,3
20120328 00:00,-9999,0
20120329 00:00,0.200,1
20120330 00:00,-9999,0
20120331 00:00,0.025,3
20120401 00:00,-9999,0
20120402 00:00,0.400,1
20120403 00:00,-9999,0
20120404 00:00,1.600,1
20120405 00:00,-9999,0
20120406 00:00,1.800,1
20120407 00:00,-9999,0
20120408 00:00,-9999,0
20120409 00:00,-9999,0
20120410 00:00,-9999,0
20120411 00:00,-9999,0
20120412 00:00,-9999,0
20120413 00:00,-9999,0
20120414 00:00,-9999,0
20120415 00:00,-9999,0
20120416 00:00,-9999,0
20120417 00:00,-9999,0
20120418 00:00,-9999,0
20120419 00:00,-9999,0
20120420 00:00,-9999,0
20120421 00:00,-9999,0
20120422 00:00,-9999,0
20120423 00:00,-9999,0
20120424 00:00,-9999,0
20120425 00:00,-9999,0
20120426 00:00,-9999,0
20120427 00:00,-9999,0
20120428 00:00,-9999,0
20120429 00:00,-9999,0
20120430 00:00,-9999,0
20120501 00:00,-9999,0
20120502 00:00,-9999,0
20120503 00:00,-9999,0
20120504 00:00,-9999,0
20120505 00:00,-9999,0
20120506 00:00,-9999,0
20120507 00:00,-9999,0
20120508 00:00,-9999,0
20120509 00:00,-9999,0
20120510 00:00,-9999,0
20120511 00:00,-9999,0
20120512 00:00,-9999,0
20120513 00:00,-9999,0
20120514 00:00,-9999,0
20120515 00:00,-9999,0
