COMPONENT PM10 (aerosol), day
STATION PATRA-1
20130101 00:00,-9999,0
20130102 00:00,-9999,0
20130103 00:00,-9999,0
20130104 00:00,-9999,0
20130105 00:00,-9999,0
20130106 00:00,-9999,0
20130107 00:00,-9999,0
20130108 00:00,-9999,0
20130109 00:00,-9999,0
20130110 00:00,-9999,0
20130111 00:00,-9999,0
20130112 00:00,-9999,0
20130113 00:00,-9999,0
20130114 00:00,-9999,0
20130115 00:00,-9999,0
20130116 00:00,-9999,0
20130117 00:00,-9999,0
20130118 00:00,-9999,0
20130119 00:00,-9999,0
20130120 00:00,-9999,0
20130121 00:00,-9999,0
20130122 00:00,-9999,0
20130123 00:00,43,1
20130124 00:00,54,1
20130125 00:00,23,1
20130126 00:00,39,1
20130127 00:00,49,1
20130128 00:00,54,1
20130129 00:00,54,1
20130130 00:00,34,1
20130131 00:00,45,1
20130201 00:00,42,1
20130202 00:00,27,1
20130203 00:00,107,1
20130204 00:00,55,1
20130205 00:00,82,1
20130206 00:00,46,1
20130207 00:00,26,1
20130208 00:00,21,1
20130209 00:00,17,1
20130210 00:00,17,1
20130211 00:00,23,1
20130212 00:00,43,1
20130213 00:00,34,1
20130214 00:00,40,1
20130215 00:00,36,1
20130216 00:00,47,1
20130217 00:00,44,1
20130218 00:00,37,1
20130219 00:00,27,1
20130220 00:00,28,1
20130221 00:00,41,1
20130222 00:00,59,1
20130223 00:00,49,1
20130224 00:00,59,1
20130225 00:00,102,1
20130226 00:00,40,1
20130227 00:00,17,1
20130228 00:00,32,1
20130301 00:00,35,1
20130302 00:00,43,1
20130303 00:00,22,1
20130304 00:00,33,1
20130305 00:00,49,1
20130306 00:00,54,1
20130307 00:00,48,1
20130308 00:00,72,1
20130309 00:00,77,1
20130310 00:00,30,1
20130311 00:00,-9999,0
20130312 00:00,-9999,0
20130313 00:00,-9999,0
20130314 00:00,-9999,0
20130315 00:00,-9999,0
20130316 00:00,-9999,0
20130317 00:00,-9999,0
20130318 00:00,-9999,0
20130319 00:00,-9999,0
20130320 00:00,-9999,0
20130321 00:00,-9999,0
20130322 00:00,-9999,0
20130323 00:00,-9999,0
20130324 00:00,-9999,0
20130325 00:00,-9999,0
20130326 00:00,-9999,0
20130327 00:00,-9999,0
20130328 00:00,-9999,0
20130329 00:00,-9999,0
20130330 00:00,-9999,0
20130331 00:00,-9999,0
20130401 00:00,-9999,0
20130402 00:00,-9999,0
20130403 00:00,35,1
20130404 00:00,22,1
20130405 00:00,42,1
20130406 00:00,161,1
20130407 00:00,147,1
20130408 00:00,23,1
20130409 00:00,33,1
20130410 00:00,28,1
20130411 00:00,22,1
20130412 00:00,28,1
20130413 00:00,25,1
20130414 00:00,28,1
20130415 00:00,24,1
20130416 00:00,24,1
20130417 00:00,27,1
20130418 00:00,34,1
20130419 00:00,28,1
20130420 00:00,26,1
20130421 00:00,30,1
20130422 00:00,39,1
20130423 00:00,49,1
20130424 00:00,44,1
20130425 00:00,54,1
